gene	leverage
GLRB	-0.2349
ABHD5	-0.1637
GCC1	0.0428
ZNF277	-0.7665
KIAA1026	-0.9516
PRMT8	-0.5772
SCYL1	-0.778
PREPL	-0.8638
TGS1	-0.0536
SART3	-0.3999
FAM115A	-0.958
PLOD3	-0.1984
C9orf72	-0.3881
ADAMTS12	-0.7862
NFU1	-0.2989
B4E0X6	-0.6326
CCDC159	-0.9796
Q14782	-0.9796
Q59GT2	-0.9796
Q59GV9	-0.9796
Q5QTQ6	-0.9796
Q5TG91	-0.9796
KAZN	-0.7635
Q6ZSN3	-0.9796
MFAP3	-0.6161
EEPD1	-0.9474
XDH	-0.6154
WDR6	-0.4113
PVRL1	-0.4971
PVRL3	-0.5592
ASIP	-0.4483
SLC30A2	0.1996
TMEM100	-0.3828
SNAP47	-0.0687
PGAP2	-0.45
CLDN1	-0.2863
ATP5J2	-0.3717
TMF1	-0.4275
AES	-0.4749
FBLN5	-0.2238
ANKS3	-0.799
AGPAT6	-0.9804
IFFO1	-0.7147
C20orf12	-0.9804
MON1A	-0.6217
BRE	-0.3139
CENPB	-0.6189
C20ORF12	-0.9804
B4DQQ1	-0.7574
B7Z481	-0.9503
J3KQJ2	-0.9672
HPH2	-0.9804
Q3SYH3	-0.9804
Q5JW18	-0.9472
Q5SRJ4	-0.6357
Q5T359	-0.9804
GPAT4	-0.8139
DKFZP586M1819	-0.9804
DZANK1	-0.9804
GTPBP3	-0.0556
P5CR2	-0.9231
NR2E3	-0.1386
MAPKBP1	-0.2523
ZNF639	-0.6819
CNTROB	-0.4017
PNMA3	-0.4053
Q53HD4	-0.9231
DCLRE1C	-0.3739
LIG4	-0.2527
POLM	-0.5421
USP6	-0.5332
CNIH2	-0.3909
CNIH3	-0.1039
TEX13A	-0.7606
MSRA	-0.4417
MSRB1	-0.8494
PRDX5	-0.5806
GLRX2	-0.5537
DMRTC2	-0.8635
TXNRD2	-0.858
CHD1	-0.6449
DNMT3B	-0.1514
CDYL	-0.818
HDAC9	-0.1748
HIF1AN	0.0253
MIER1	-0.2285
MDS1	-0.9965
PHF12	-0.7173
CHD4	-0.2291
GCM1	-0.8178
EID2B	-0.6092
SINHCAF	-0.54
RERE	-0.1783
ZNF609	-0.6198
TNRC18	-0.9965
ZMYM3	-0.842
ARID5B	-0.6966
ZNF827	-0.9647
ARID4B	-0.2217
MIDEAS	-0.8705
EMSY	-0.4242
GATAD2A	-0.4246
RREB1	-0.8599
PWWP2A	-0.9853
TRERF1	-0.8269
PRRG4	-0.8102
HMG20B	-0.5286
H4C2	-0.102
H4C3	-0.102
H4C4	-0.102
H4C5	-0.102
H4C6	-0.102
H4C8	-0.102
H4C9	-0.102
H4C11	-0.102
H4C12	-0.102
H4C13	-0.102
H4C14	-0.102
H4C15	-0.102
H4-16	-0.102
E2F3	-0.3262
ANP32C	-0.9492
ANP32D	-0.9922
ANP32E	-0.8052
BEND3	-0.7025
BHLHE41	-0.6534
CHD5	-0.8998
CIART	-0.7997
CIR1	-0.3871
FEZF2	-0.8555
H2AB1	-0.5407
H2AB2	-0.5267
H2AC11	-0.4031
H2AC14	-0.5393
H2AC4	-0.1367
H2AC7	-0.4391
H2AFJ	-0.4758
H2AFV	-0.4953
H2AFY	-0.4682
H2AFY2	-0.3051
H2AZ1	-0.2957
H2BFWT	-0.0553
H2BW2	-0.0388
HIST1H2AA	-0.5333
HIST1H2AH	-0.5407
HIST2H2AB	-0.4972
HIST2H2BF	-0.0561
HIST3H2A	-0.4992
HNF1B	-0.4935
IFRD1	-0.9122
INSM1	-0.8747
KDM5B	-0.7992
KDM5C	-0.8362
KLF13	-0.7845
LIN52	-0.4921
LIN9	-0.4699
MAF1	-0.4212
MAFK	-0.1917
MBD3L2	-0.4473
MBD3L2B	-0.696
MBD3L3	-0.6684
MBD3L4	-0.696
MBD3L5	-0.696
MBTD1	-0.7716
MIER3	-0.2565
MKX	-0.9438
MYT1	-0.9642
NACC2	-0.904
NANOGP1	-0.3878
NFE4	-0.9478
NKX2-2	-0.4403
NKX3-1	-0.4852
NR2E1	-0.4873
NR4A2	-0.2937
NR4A3	-0.062
NY-CO-41	-0.7858
OVOL1	-0.8644
PADI4	-0.6697
PDX1	-0.3156
PHF14	-0.9257
PTOV1	-0.6069
SAP30L	-0.5016
SMARCAD1	-0.9626
SNAI3	-0.7729
TBC1D32	-0.728
TET2	-0.6476
THAP11	-0.4358
ZGPAT	-0.0214
ZNF148	-0.4231
ZNF395	-0.9372
ZNF608	-0.7853
ZNFX1	-0.7233
LYAR	-0.1151
ATP7B	-0.8188
GSTM4	-0.1996
GCSH	0.0791
DPM1	-0.6111
THNSL2	-0.978
HEATR2	-0.9597
CCDC109B	-0.9891
HBXIP	-0.7703
FAM101B	-0.895
COQ6	0.002
GNE	-0.1624
HOXC5	-0.7653
ZNF552	-0.503
FAM217B	-0.6315
B7ZAZ3	-0.9891
G3XA86	-0.7034
Q59EG8	-0.7158
HDX	-0.5274
DNAAF5	-0.8549
RFLNB	-0.895
LMTK3	-0.9891
MCUB	-0.1961
ZNF281	-0.7349
RBPMS2	0.0471
MIEN1	-0.7405
BOLL	-0.0453
CFAP206	-0.1243
ZNF490	-0.5546
APOBEC1	-0.27
RECQL	-0.8726
C7orf64	-0.1567
SLC2A2	-0.9005
H1F0	-0.5805
FLJ13057	0.3651
Q8NI70	-0.8692
KAT8	-0.1866
ANKIB1	-0.99
DKFZP779G118	-0.877
TC4	-0.4673
STXBP2	-0.6763
TOP3B	-0.2996
LSM11	-0.6601
GIGYF2	-0.5626
FAM168B	-0.2555
KRTAP19-6	-0.0969
OOEP	-0.8475
C10orf55	-0.0308
COA7	-0.9472
L3MBTL3	-0.2028
CACTIN	-0.5859
LSM10	-0.7627
PDCD7	-0.5679
SNRNP48	-0.5675
ZCRB1	-0.5753
ZMAT5	-0.4521
ZNF473	-0.3088
ZRSR2	-0.3026
POP7	-0.3154
KRTAP21-2	-0.3769
F5H3R7	-0.713
JADE1	-0.5373
CCDC90B	-0.2092
RBM48	0.0454
K7EKI2	-0.9663
SEMA5B	-0.8098
REX1BD	-0.7832
EXT2	-0.3211
WIZ	-0.6672
CRIP2	-0.6064
NMT2	-0.6068
HMGXB3	-0.9196
SULT1A3	-0.3339
SULT1A4	-0.9663
Q59HD9	-0.9074
SMC5	-0.3916
KLHL5	-0.7863
WDR18	-0.2814
MRPL37	-0.0254
ADAMTS10	-0.7438
DUS2	-0.891
NKIRAS2	-0.8909
C1D	-0.0529
HDAC10	-0.1902
NR1D1	-0.2671
NR1B3	-0.3532
NR2B3	-0.2254
NR1B2	-0.9905
CBX1	-0.0053
HELZ2	-0.1109
CDK19	-0.2988
ESRRB	-0.664
MED10	-0.1468
MED11	-0.2195
MED13	-0.1401
MED13L	-0.2273
MED17	-0.1405
MED18	-0.2091
MED23	-0.1775
MED26	-0.2446
MED27	-0.2356
MED9	-0.2941
NFE2L3	-0.5483
NR2C2AP	-0.7316
NR6A1	-0.8147
NRBF2	-0.6973
NRBP1	-0.6021
RBM15B	-0.6461
PDCD2	-0.8187
HESX1	-0.7142
DZIP3	-0.2244
RDBP	-0.7289
NR1C1	-0.8114
PRAMEF11	-0.6437
RAI1	-0.4534
CINP	-0.233
ZC3H18	-0.7746
PRMT7	-0.7741
SREK1	-0.5476
NAA38	0.0523
SRPK3	-0.8828
STX3	0.2092
STX1B	0.2261
TXLNA	0.0763
OSBPL2	-0.9478
GPATCH1	-0.9115
OLA1	-0.7163
TBCA	-0.7899
IKZF4	-0.5038
ANTXR1	-0.7708
AKR1C3	-0.5161
ALDH1A2	-0.9261
CIAO1	-0.0827
COMT	0.1723
CTAG2	-0.6943
CTSH	-0.5292
DHRS2	-0.7452
DPEP1	-0.6472
ECD	-0.6348
FOXF1	-0.576
FOXJ2	-0.477
FOXS1	-0.54
GJB3	-0.1376
GRHL3	-0.5309
HBZ	-0.4905
HLF	-0.4266
HPN	-0.5936
JARID2	-0.5969
MAF	-0.4046
MAGEA2	-0.342
MGST2	-0.1223
NACC1	-0.509
PARP14	-0.3107
PGM2	-0.8476
PRAME	-0.4809
SIX3	-0.5672
SLC40A1	-0.5889
SRCAP	-0.494
TESC	-0.6689
TXNDC5	-0.3159
WDTC1	-0.7381
ZNF318	-0.6335
ZNF385A	-0.8622
DCP2	-0.2481
EIF2C1	-0.7937
KARS	-0.8426
CERCAM	-0.3511
KRTAP13-2	0.0316
PTCD1	-0.8732
NPPB	-0.4762
UFC1	-0.4185
ZNF326	-0.7126
ALPP	-0.2411
CCDC185	-0.2891
KRTAP13-4	-0.8865
MXD4	-0.8198
KLF16	-0.8435
MXI1	-0.4888
LRCH4	-0.6355
CIAO2A	-0.2077
NDRG4	-0.0485
CYP1A1	-0.0034
ASCL1	-0.5543
DAD1	-0.3049
IER2	-0.7832
KLF10	-0.4342
MCM8	0.1134
MXD3	-0.6536
NCOR1P1	-0.5911
NPAS4	-0.9202
SAP25	-0.8337
TET1	-0.9681
TOPORS	-0.4133
UNK	-0.9616
ZBTB4	-0.709
ASPSCR1	-0.6912
MGEA5	-0.8924
OGA	-0.7122
RTRAF	-0.4053
IGF2BP3	-0.6304
NLRP9	-0.8827
ZIC2	-0.6409
NR1I1	-0.251
NR2A1	-0.6938
ZMYND10	-0.2915
PAX9	-0.2274
RBP5	-0.6947
ONECUT1	-0.6428
CYP7A1	-0.888
SLCO1B7	-0.9823
CWF19L1	-0.7113
ESS2	-0.5691
MAN2C1	-0.4275
UBAP2L	-0.6386
UTY	-0.6297
ARL3	-0.2121
POLE2	-0.2309
MPHOSPH6	0.0893
CRCT1	-0.1697
MSX1	-0.223
SIX2	-0.4606
SIX6	-0.5525
CELF3	-0.4887
BARHL1	-0.7724
TLX2	-0.5863
EYA4	-0.3562
SIX4	-0.7217
TLE6	-0.4126
TLE7	-0.4126
ZNF503	-0.5477
ORC2	-0.0325
GPBP1	-0.7787
EVI5	-0.4364
LUZP4	-0.6551
ARID3A	-0.4007
ZNF48	-0.6467
FBXO16	-0.9055
MRPL12	0.1894
ZBTB10	-0.4366
GRAMD2B	-0.2593
EPC2	-0.6681
JMJD6	0.1049
KDM5D	-0.6855
NFIX	-0.2952
ATF6	-0.2651
CRAMP1	-0.669
EYA1	-0.2964
FOXN2	-0.8058
GTSF1	-0.9361
HIST1H1T	-0.6865
IRF2BP2	-0.7303
IRF2BPL	-0.5682
ISL2	-0.5756
LHX1	-0.7919
MORN2	-0.9256
PRM1	-0.8068
PRM3	-0.9456
RHOXF2B	-0.8967
SEBOX	-0.9402
SP5	-0.7428
TBX4	-0.7741
TEX15	-0.7605
TP53INP2	-0.7329
VCX	-0.6971
H3F3A	-0.5358
EMX2	-0.5084
AIM2	-0.6156
C4BPB	-0.6153
EOMES	-0.7025
DKFZP762E1511	-0.4311
FEN1	-0.2383
CDKN3	-0.6935
CHAF1B	-0.4755
USP16	-0.785
STMN2	-0.425
KIF20B	-0.7846
C13orf15	-0.9967
MNDA	-0.6667
CPEB2	-0.9747
CPEB4	-0.9747
DBF4	-0.2354
DBF4B	-0.5504
FBXO43	-0.8252
GRWD1	-0.8922
LPIN1	-0.6101
MCM6	0.2609
MSH6	-0.5791
NIP7	-0.1325
ORC3	-0.2382
ORC4	-0.1489
ORC6	-0.2682
PHF8	-0.6273
RAD54L	-0.7695
SLK	-0.8382
SPDYC	-0.7122
SPDYE1	-0.9614
SPDYE2	-0.8778
SPDYE2B	-0.8756
SPDYE3	-0.9614
SPDYE5	-0.9614
SPDYE6	-0.9614
STK17A	-0.9732
TST	-0.3003
WDR92	-0.5742
WEE2	-0.9808
KRTAP10-6	0.4014
RBMY1F	-0.1899
RBMY1J	-0.1899
KRTAP5-8	-0.8997
KRTAP10-5	0.3899
TRMT6	-0.31
GSTM5	-0.3344
CYP2C18	0.1661
EPHX1	0.1029
CYP1A2	0.0009
GSTM1	-0.3333
GSTM2	-0.2893
CYP2C19	0.0228
CYP2C8	0.1195
CYP2C9	0.1385
CYP2E1	0.1517
DKFZP686I24235	-0.0068
PEX3	0.118
SLC27A2	-0.5041
ACAA1	-0.5347
ACOT2	-0.6342
ACOT4	-0.8547
ACOX1	-0.6507
ACOX2	-0.7837
AGPS	-0.615
AGXT	-0.2103
AMACR	-0.8547
CRAT	-0.7477
CROT	-0.6403
DAO	-0.4545
DDO	-0.852
DECR2	-0.673
DHRS4	-0.8547
EPHX2	-0.7381
GNPAT	-0.517
HACL1	-0.6946
HAO1	-0.8547
HAO2	-0.7824
HMGCL	-0.3527
LONP2	-0.7356
MLYCD	-0.6868
NUDT19	-0.8547
NUDT7	-0.8547
PAOX	-0.8547
PECR	-0.8201
PIPOX	-0.7055
TYSND1	-0.3547
UNG	-0.5792
ORC2L	-0.5209
ORC4L	-0.3823
B7Z8H0	-0.7426
CFB	-0.4267
BLM	0.1005
Q53FP9	-0.4055
RFWD3	-0.8481
SLC17A9	-0.7021
Q9P078	-0.1787
ATRIP	0.0934
BRIP1	0.0267
CDC45	-0.0761
CHTF18	-0.6561
CLSPN	-0.2462
DNA2	-0.1499
ETAA1	-0.9311
KIN	-0.6356
MEIOB	-0.7502
MND1	-0.8204
MSH3	-0.6379
MSH4	-0.4436
PMS2	-0.635
POLE	-0.331
POLE3	-0.258
PPP4R2	-0.4347
PRIM1	-0.3486
PRIM2	-0.3327
RAD51C	-0.2247
RAD9B	-0.3838
RHNO1	-0.4302
RMI1	-0.0492
RMI2	-0.1841
RPA4	-0.2472
RPAIN	-0.6791
RTEL1	-0.1963
TIPIN	-0.461
TOP3A	-0.0214
USP43	-0.8656
BOLA2B	-0.1664
BOLA2	-0.1664
DCAF13	-0.0838
SEPTIN6	-0.4408
B1AN94	-0.9891
B4DNA4	-0.9775
E7EMX6	-0.9661
G3V2H5	-0.9631
MPPED1	-0.7166
KIF21B	-0.972
ODC1	-0.5119
GLB1	-0.6848
AAMP	-0.6664
HERC3	-0.869
JMJD1C	-0.7591
TTC38	-0.9667
SEZ6L2	-0.6114
TRIM46	-0.559
METTL23	-0.9553
PLD3	-0.8755
UBE2DNL	-0.3991
ATG16L2	-0.5461
KLHL23	-0.8876
ABHD4	-0.5342
TCTEX1D2	-0.8288
HSPBAP1	-0.9061
CCDC115	-0.7315
PAAF1	-0.9147
GPCPD1	-0.9876
DNPEP	-0.7882
FAM86C	-0.9831
FTSJ3	0.0471
TACO1	-0.2587
SEPHS1	0.0013
B4GALT3	-0.4254
FAM176A	-0.9671
TMEM66	-0.565
TP53AP1	-0.9831
ABCB8	-0.7294
C9orf46	-0.9753
FAM86C1P	-0.4752
COX6C	-0.1193
DIPK1B	-0.4832
ABHD15	-0.8838
FAM228A	-0.6754
LYRM7	-0.8372
TEX43	-0.8652
BHLHA9	-0.6798
GBP7	-0.4018
CCDC148	-0.9412
SARAF	-0.1991
EVA1A	-0.7895
NMRK2	-0.8282
FAM86C1	-0.9761
C19ORF25	-0.7841
Q9Y2A0	-0.9811
FAM156A	-0.8587
FAM156B	-0.8587
ALOX15	-0.6975
SELENOM	-0.421
MPI	-0.9565
CLPX	-0.4704
C20orf30	-0.8177
SNURF	-0.7955
Q96HE3	-0.8976
Q8N959	-0.931
PLEKHM1	-0.4839
AZU1	-0.5923
GZMH	-0.7103
GZMM	-0.9113
DDX24	-0.0592
NHP2L1	-0.8339
AHCYL1	-0.144
GAS2L1	-0.5766
EIF2B4	-0.6397
EIF2B3	-0.5138
EIF2S3B	-0.6386
EIF3CL	-0.4774
FAM190B	-0.8865
CCSER2	-0.7956
USP20	0.0748
DKFZP564A2282	-0.5472
IFP38	-0.6734
DKFZP686D09174	-0.6837
NUB1	-0.5199
OAZ2	-0.5183
OAZ3	-0.4457
GOLGA4	-0.3071
RP2	-0.4261
CYS1	-0.6548
NPHP3	-0.533
UNC119B	-0.1169
ALG13	-0.6294
MYST3	-0.9094
MEGF11	-0.9554
BAT2L1	-0.9184
EFCAB4B	-0.9568
KIAA0913	-0.9811
SSPO	-0.4996
MYST4	-0.9567
STXBP4	-0.7354
PFKL	-0.696
MAP7D1	-0.7246
KRTAP19-2	-0.2004
DGCR6L	-0.3166
ETNK2	-0.8921
SLC25A48	-0.8357
RBM4B	-0.5812
OLIG3	-0.5925
B7Z6F4	-0.9866
ZNF862	-0.4996
Q59EZ2	-0.9866
Q5F2F6	-0.9811
PRRC2B	-0.8677
GAPD	-0.7679
Q6ZRC7	-0.9299
CRACR2A	-0.2574
Q9H9J5	-0.9533
PCDHA10	-0.4892
PCDHGA10	-0.9346
PCDHGA12	-0.868
PCDHGB1	0.0546
PCDHGB2	-0.8686
PCDHGB4	-0.5038
PCDHGB5	-0.7286
PCDHGB6	-0.9346
PCDHGC3	-0.5454
TMEM223	-0.9548
UPRT	-0.2908
IFITM10	-0.9487
PNP	-0.3604
MTAP	-0.2634
SLC35E1	-0.5221
MFF	0.2571
CERS4	0.1306
SLC35C2	0.215
ERGIC3	0.6151
EBP	0.5082
TMPPE	-0.1712
SLC10A6	0.5326
MMGT1	0.0281
ELOVL4	0.2796
RHBDL1	-0.6922
OCIAD1	-0.73
SLC16A7	-0.3138
TMEM35A	-0.2857
RHCG	-0.6214
SLC47A1	-0.974
LHFPL2	-0.6669
TLCD4	0.2512
PGRMC2	0.2359
SVOP	-0.9679
SLC35E3	-0.4567
CLDN7	0.1637
TMEM72	-0.4293
ELOVL2	-0.7883
APCDD1L	-0.8881
RNASEK	-0.2734
Q6ZUH1	-0.8875
Q8NC57	-0.5994
CUGBP1	-0.7865
CELF1	-0.7743
TRIM26	-0.512
NGB	-0.5662
BTBD1	-0.7114
ZNF513	-0.8215
AEN	-0.3492
ZBTB9	-0.1
ZNF70	-0.8759
HEL164	-0.8733
TBX15	-0.6804
HEL-S-30	-0.888
EXOSC10	0.2272
SKIV2L2	-0.7241
PARN	-0.4984
C15orf23	-0.8457
MRPS9	0.0204
EXOSC3	0.0845
EXOSC1	0.1145
KRR1	-0.1098
EXOSC6	0.209
DIS3	-0.1168
EXOSC7	0.1335
BMS1	-0.1759
DDX49	-0.1409
DDX52	-0.1344
DHX37	-0.1249
DIEXF	-0.1461
EMG1	0.0358
FCF1	-0.1435
HEATR1	-0.1387
IMP3	-0.0659
IMP4	-0.0557
ERI1	-0.4669
LAS1L	-0.3743
NOL11	-0.1678
NOL6	-0.1658
NOL9	-0.3509
NOP14	-0.1584
PDCD11	-0.1614
RCL1	-0.1773
RRP36	-0.1759
RRP7A	-0.1344
TBL3	-0.0478
TEX10	-0.3511
UTP11	-0.1604
UTP20	-0.1289
UTP4	-0.1759
WDR3	-0.1372
WDR36	-0.0618
WDR46	-0.1759
WDR75	-0.1682
KRTAP5-3	-0.295
KRTAP5-2	-0.107
KRTAP10-1	0.3537
LCE1C	-0.0671
LCE1F	-0.0727
SLC39A7	-0.3025
LCE2B	-0.1629
OIT3	-0.7892
LCE2C	0.0117
KRTAP4-5	-0.1241
KRTAP4-1	-0.4813
KRTAP5-11	-0.1813
KRTAP5-6	-0.0551
KRTAP4-11	-0.1098
KRTAP5-4	-0.4735
SOBP	-0.6294
LHX2	-0.2184
B4DE62	-0.5698
ING4	-0.3779
MCIDAS	-0.4619
EHBP1L1	-0.9661
ABCD4	-0.1418
Q86U29	-0.5387
TPP2	-0.9079
PARG	-0.737
APLF	-0.3215
NEIL1	-0.7096
TDP1	-0.7798
ASGR2	0.0036
NEUROG3	-0.4975
PTF1A	-0.6812
DACH2	-0.4431
VAX2	-0.6585
H2AP	-0.7013
FOXE1	-0.2658
EAB1	-0.7501
TBX18	-0.6927
EMX1	-0.5017
FABP5	-0.7614
PCBD2	-0.1054
ZBED3	-0.9514
TAZ	-0.8833
ALX4	0.0022
THOC4	-0.8641
BGLAP	-0.6456
CLDN2	-0.4
DACT2	-0.7667
EDA	-0.215
UGT8	-0.9431
ATOH1	-0.9001
SOX18	-0.7982
NEUROD6	-0.9942
NAT10	-0.5785
RSL1D1	-0.785
MT2A	-0.0078
NKTR	-0.8668
MRPS35	-0.033
MRPS21	-0.0264
MRPS34	-0.0291
ZC3H14	-0.7848
NGDN	-0.7373
ZNF428	-0.962
GNL3	-0.3726
MRPS26	-0.0282
MRPS7	-0.0087
MRPS23	-0.0213
MRPS18B	0.0782
HIST2H3C	-0.2507
HIST2H3D	-0.2713
BECN2	-0.1966
HAVCR2	-0.4074
HOXD10	-0.4493
HOXD11	-0.961
SIGLEC16	-0.7053
HMGB1P1	-0.5374
SCRT1	0.2847
SCRT2	0.2793
FOXG1A	-0.9762
CRYBA1	-0.3213
HDHD3	-0.772
RBM46	-0.9286
ATP23	-0.5205
UFSP1	-0.2789
FOXD2	-0.2242
KRTAP3-3	0.0829
NOTO	-0.2316
SIRT3	-0.2249
GALT	-0.6564
HCFC2	-0.6462
IGFBP1	-0.6046
HMX1	-0.7853
PBX2	0.0855
RSRC1	-0.5741
NDUFB9	0.0255
CCDC53	-0.6604
MVD	-0.5188
TP53I3	-0.8594
ARIH2	-0.0583
C7orf20	-0.329
CARS	-0.9851
OGFOD2	-0.9792
ADAP2	-0.9418
C1orf174	-0.7908
HARS	-0.3883
LARS	-0.506
VARS	-0.7945
F4ZW62	-0.8519
G3V3K5	-0.4861
CDK2AP2	-0.3674
KLHL18	-0.9196
RBM6	-0.9087
Q53FG3	-0.9851
EEF1DP3	-0.9851
C1ORF174	-0.7393
ZBED8	-0.5666
Q96J99	-0.6519
Q9H7G6	-0.716
VPS39	-0.0463
EEF1A1P5	-0.9851
EFCC1	-0.9851
LOC392793	-0.9851
CLIC3	-0.0121
RABGAP1L	-0.4592
AFG3L2	-0.383
MAIP1	-0.3781
DHX36	-0.5334
HEL-215	-0.7447
PMPCA	-0.0304
SMDT1	0.1078
ZNF607	-0.7324
MUTYH	-0.7418
DNTT	-0.5132
DSCC1	-0.6616
CHTF8	-0.6053
AC087632.2	-0.988
TMEM218	0.1444
XIRP2	-0.8665
NDUFS8	0.1062
PDHX	-0.2261
SLC1A7	-0.7577
FOXN3	-0.7233
UQCR11	-0.3491
RGS5	-0.8872
ERI3	-0.9565
KLHL41	-0.581
NDUFS2	-0.0279
GATB	-0.5922
NDUFA10	-0.1044
CYC1	-0.1107
COX8A	-0.0055
APEH	-0.287
PCMT1	-0.7996
MPST	-0.5602
LAP3	-0.7967
CASQ1	-0.654
UQCRC1	-0.1696
ALDH5A1	-0.5971
SGSH	-0.9963
MYOM1	-0.6014
SLC7A2	-0.9963
AK2	-0.5525
KCNC4	-0.8754
ECSCR	-0.9889
SLC36A2	-0.9963
FILIP1L	-0.7105
Q59ED0	-0.4222
EMC4	-0.5453
RRP12	-0.9082
ZNF618	-0.4134
SYPL2	-0.6134
VIRMA	-0.3276
DHRS4L2	-0.9963
Q6ZQS4	-0.9963
PLEKHM3	-0.9963
CEFIP	-0.9963
CCDC80	-0.9963
ALPK2	-0.9963
LAPTM4B	-0.4434
TMEM25	-0.9046
PLXDC1	-0.93
HSCB	0.0381
ADSS1	-0.7204
MYCT1	-0.9963
SCCPDH	-0.9963
TMEM52	-0.9963
LRRC20	-0.8731
DCAF11	-0.6676
PIGK	-0.3508
GTF3C6	-0.4092
CCDC97	-0.9918
KREMEN1	-0.7578
VAT1	-0.9738
HSD17B10	0.0243
DDX50	-0.9846
PRXL2A	-0.9963
ZNF577	-0.9902
TMEM70	-0.9321
METTL9	-0.9041
TRIOBP	-0.93
GBA2	-0.9824
SERINC1	-0.475
ZCCHC3	-0.9963
MOCS1	-0.9895
NUDT4	-0.9763
TMOD4	-0.8336
ARMCX3	-0.6599
SH3BGRL2	-0.9963
ACAD8	-0.4017
POLR3H	-0.2124
ALDOC	-0.1628
ATAD5	-0.9186
FAM111A	-0.9941
GNPDA1	-0.6602
GRP17	-0.9963
MDH2	-0.151
RNASEH2A	-0.4407
SETMAR	-0.9505
U38	-0.9725
ZRANB3	-0.9963
POLR3D	-0.1457
HOXC13	-0.3823
NTHL1	-0.9471
TMX1	-0.4331
UBR3	-0.7093
ADIRF	-0.6425
CD70	-0.584
ZNF467	-0.6603
PAX2	-0.2897
RBBP9	-0.56
ARID3B	-0.8743
CREG1	-0.892
SNAPC1	-0.0784
BNC2	-0.8449
L3MBTL	-0.559
SUV420H2	-0.9526
C14ORF46	-0.6616
DKFZP686E07254	-0.9183
HCBF-C	-0.9627
HIRA	-0.216
L3MBTL1	-0.3779
PYHIN1	-0.7466
RBP2	-0.0639
RPRD1B	-0.1271
SEPTIN4	-0.6134
DEDD	-0.5296
ELSPBP1	-0.8013
ANKH	-0.9619
DYRK3	-0.9015
FLVCR1	-0.3907
GRHL2	-0.5979
HOXA4	-0.8478
HOXD1	-0.9127
LYL1	-0.4537
NFE2L1	-0.3349
PITHD1	-0.9701
PLXND1	-0.1291
SBNO2	-0.9287
SELENOP	-0.9732
SSBP2	-0.5767
SSBP4	-0.5518
TFR2	-0.6787
HIST1H2AJ	-0.9592
HIST2H4A	-0.5468
HIST1H2BG	-0.7108
HIST1H1A	-0.8388
SP4	-0.2168
PER3	-0.7089
RNASEN	-0.797
C14orf106	-0.997
ACACB	-0.5777
ADH6	0.1201
ADTRP	-0.8062
ALDH3A1	-0.4206
ALPI	-0.7129
CAMTA1	-0.993
CD83	-0.5913
CETP	-0.6858
CLC	-0.9818
COX7A1	-0.997
CYP11B1	-0.6642
CYP27A1	-0.6261
CYP27B1	-0.8143
CYP3A7	-0.6538
DMBT1	-0.592
DMRT2	-0.832
E2F7	-0.5813
EHF	-0.677
ELL3	-0.2767
FGL2	-0.9803
GALNS	-0.997
GCLC	-0.796
GLYAT	-0.7295
HAS3	-0.5806
HSD17B1	-0.912
ICE1	-0.2855
ICE2	-0.31
IFI27	-0.758
INTS1	-0.2935
INTS12	-0.2746
INTS13	-0.3051
INTS14	-0.31
INTS3	-0.2724
INTS5	-0.2873
INTS6	-0.31
INTS7	-0.3081
INTS8	-0.2977
INTS9	-0.288
IRX4	-0.8837
KIF21A	-0.7114
LCAT	-0.8367
LTC4S	-0.6351
MAT2B	-0.6761
MCTS1	-0.7197
MYBL1	-0.7982
NABP1	-0.2287
NABP2	-0.2761
NCEH1	-0.8103
POLG2	-0.8053
RPRD2	-0.3044
SCARB1	-0.7046
SLC22A1	-0.6299
SLC22A2	-0.4051
SLC44A1	-0.7975
SLC44A2	-0.997
SLC44A4	-0.997
SLC44A5	-0.997
SLC5A1	-0.7214
SLC5A7	-0.9137
SNAPC2	-0.1521
SNAPC4	-0.1429
SNAPC5	0.1158
SP140	-0.9071
SPIDR	-0.4855
STAR	-0.4377
TAF11	-0.1336
TAF13	-0.0985
TAF5	-0.0302
TAF6	-0.0868
TBPL1	-0.3381
TBPL2	-0.8178
TCN2	-0.7767
TGM4	-0.9838
USF3	-0.9802
ZBED9	-0.7213
ZNF280B	-0.911
ZNF460	-0.5575
ZNF555	-0.8848
ZNF556	-0.9083
ZNF564	-0.4784
ZNF689	-0.7128
ZNF77	-0.5511
ZNF805	-0.9058
NEK1	-0.3109
SMIM40	-0.8201
PADI6	-0.9038
CCDC151	-0.6902
ATE1	-0.4891
ELOF1	-0.5017
ZNF829	-0.786
CFAP100	-0.9186
C4ORF17	-0.9179
TEX35	-0.8223
DCAF8	-0.612
ZNF57	-0.6883
C8ORF74	-0.9327
FOXR2	-0.508
FGD5	-0.9617
SPATA24	-0.6268
SLFN12	-0.9617
STX19	0.0094
KLHDC4	-0.9313
LOXL4	-0.6816
ZNF649	-0.9619
CDCA4	-0.5285
LDHAL6B	-0.6099
ZNF436	-0.7978
OPA3	-0.9682
ZKSCAN5	-0.8834
MTO1	-0.9227
HEL25	-0.8094
GTF2H2C_2	-0.9207
ETV5	-0.4314
EFCAB6	-0.9714
SPDEF	-0.5467
DDC	-0.9012
B4E1C1	-0.8881
CACUL1	-0.9696
CMTM2	-0.3816
